,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
823,920,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,1,Harry Kewell .,
824,921,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,0,Craig Moore .,
825,922,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,0,Nikita Rukavytsya .,
826,923,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,0,Richard Garcia .,
827,924,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,1,Brett Holman .,
828,925,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,0,Carl Valeri .,
829,926,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,0,Nick Carle .,
830,927,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,0,Jason Culina .,
831,928,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,1,Mark Bresciano .,
832,929,Australia_national_football_team,Australia shot its only goal early in the first half by Brett Holman after Ghana 's goalkeeper Richard Kingson fumbled the ball following a Mark Bresciano freekick .,,0,Vince Grella .,
833,930,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,0,Rhys Williams .,
834,931,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,0,Michael Beauchamp .,
835,932,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,1,Josh Kennedy .,
836,933,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,0,Mile Jedinak .,
837,934,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,0,Mark Milligan .,
838,935,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,0,Jade North .,
839,936,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,1,Luke Wilkshire .,
840,937,Australia_national_football_team,"Luke Wilkshire scored an early goal , before a double each to Josh Kennedy and Alex Brosque sealed a comfortable win .",,0,Nick Carle .,
841,938,Australia_national_football_team,"However , Australia failed to progress past the group stage in the 2010 FIFA World Cup .",,0,"FIFA Rankings show the Australian National Football team is one of the strongest countries in Asia , and is currently ranked 20th in the world by FIFA .",
842,939,Australia_national_football_team,"However , Australia failed to progress past the group stage in the 2010 FIFA World Cup .",,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .,
843,940,Australia_national_football_team,"However , Australia failed to progress past the group stage in the 2010 FIFA World Cup .",,1,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .,
844,941,Australia_national_football_team,"However , Australia failed to progress past the group stage in the 2010 FIFA World Cup .",,0,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .,
845,942,Australia_national_football_team,"Australian assistant coach Graham Arnold branded the penalty a `` joke '' , to the agreement of several Australian players , including Tim Cahill , who believed Grosso should have been cautioned for diving .",,0,Mark Bresciano .,
846,943,Australia_national_football_team,"Australian assistant coach Graham Arnold branded the penalty a `` joke '' , to the agreement of several Australian players , including Tim Cahill , who believed Grosso should have been cautioned for diving .",,0,Vince Grella .,
847,944,Australia_national_football_team,"Australian assistant coach Graham Arnold branded the penalty a `` joke '' , to the agreement of several Australian players , including Tim Cahill , who believed Grosso should have been cautioned for diving .",,1,Tim Cahill .,
848,945,Australia_national_football_team,"Australian assistant coach Graham Arnold branded the penalty a `` joke '' , to the agreement of several Australian players , including Tim Cahill , who believed Grosso should have been cautioned for diving .",,0,Lucas Neill .,
849,946,Australia_national_football_team,Australia equalised with a penalty goal from Craig Moore ( 38 ' ) after Croatian defender Stjepan Tomas handballed near the Croatian goal .,,0,Lucas Neill .,
850,947,Australia_national_football_team,Australia equalised with a penalty goal from Craig Moore ( 38 ' ) after Croatian defender Stjepan Tomas handballed near the Croatian goal .,,0,Harry Kewell .,
851,948,Australia_national_football_team,Australia equalised with a penalty goal from Craig Moore ( 38 ' ) after Croatian defender Stjepan Tomas handballed near the Croatian goal .,,1,Craig Moore .,
852,949,Australia_national_football_team,Australia equalised with a penalty goal from Craig Moore ( 38 ' ) after Croatian defender Stjepan Tomas handballed near the Croatian goal .,,0,Scott Chipperfield .,
853,950,Australia_national_football_team,"The only blemish was the dismissal of defender Luke Wilkshire in the 61st minute , after a wild challenge on Giovanni van Bronckhorst .",,0,Mark Milligan .,
854,951,Australia_national_football_team,"The only blemish was the dismissal of defender Luke Wilkshire in the 61st minute , after a wild challenge on Giovanni van Bronckhorst .",,0,Jade North .,
855,952,Australia_national_football_team,"The only blemish was the dismissal of defender Luke Wilkshire in the 61st minute , after a wild challenge on Giovanni van Bronckhorst .",,1,Luke Wilkshire .,
856,953,Australia_national_football_team,"The only blemish was the dismissal of defender Luke Wilkshire in the 61st minute , after a wild challenge on Giovanni van Bronckhorst .",,0,Nick Carle .,
857,954,Australia_national_football_team,"Almost three minutes into stoppage time , with the score still at 0-0 and Australia being pushed into their own half , a controversial penalty was awarded to Italy when Fabio Grosso fell under a Lucas Neill challenge in the final seconds of the match .",,0,"Australia has been the Oceania Football Confederation champion four times , and has been at three World Cup finals tournaments , in 1974 , 2006 and 2010 .",
858,955,Australia_national_football_team,"Almost three minutes into stoppage time , with the score still at 0-0 and Australia being pushed into their own half , a controversial penalty was awarded to Italy when Fabio Grosso fell under a Lucas Neill challenge in the final seconds of the match .",,0,"FIFA Rankings show the Australian National Football team is one of the strongest countries in Asia , and is currently ranked 20th in the world by FIFA .",
859,956,Australia_national_football_team,"Almost three minutes into stoppage time , with the score still at 0-0 and Australia being pushed into their own half , a controversial penalty was awarded to Italy when Fabio Grosso fell under a Lucas Neill challenge in the final seconds of the match .",,1,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .,
860,957,Australia_national_football_team,"Almost three minutes into stoppage time , with the score still at 0-0 and Australia being pushed into their own half , a controversial penalty was awarded to Italy when Fabio Grosso fell under a Lucas Neill challenge in the final seconds of the match .",,0,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .,
861,958,Australia_national_football_team,The position was filled on 6 December 2007 when the FFA announced Pim Verbeek as the new head coach .,,0,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .,
862,959,Australia_national_football_team,The position was filled on 6 December 2007 when the FFA announced Pim Verbeek as the new head coach .,,0,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .,
